3.26,0.87,0,0.11,0.65,0,0.11,0,3.91,0,20.11,0,50.22,2.61,0,6.63,0,2.5,0,0,9.02,0,0
1.9,0.95,0,0,0,0.19,0,0,2.09,0,19.96,0,50,8.94,0,6.84,0,1.14,0,0,7.98,0,0
3.43,0.82,2.47,0.27,0.69,0,0,0,2.75,0,19.64,0,49.04,2.61,0,6.32,0,1.37,0,0,10.58,0,0
1.4,0.28,2.8,0,0.28,0,0,0,0.84,0,23.25,0,49.58,3.08,0,4.76,0,1.12,0,0,12.32,0.28,0
3.4,0.3,0.15,0.25,0.25,0,0,0,4.19,0,20.08,0,44.47,4.07,0,7.12,0,0.51,0,0,13.72,0.51,0
1.55,0,0,0,0.13,0,0,0,0.9,0,17.53,0,55.15,4.64,0,10.05,0,1.8,0,0,6.96,0,0
3.3,0.64,0.89,0.06,0.13,0,0,0.32,2.21,0,19.1,0,49.75,2.4,0,9.02,0,2.77,0,0,8.51,0,0
3.72,1.01,1.01,0,0.19,0,0,0,2.24,0,16.23,0,52.61,5.78,0,9.14,0,4.1,0,0,7.28,0,0
3.78,0.53,0.11,0,0.67,0,0,0,0.34,0,23.28,0,50.08,1.84,0,6.7,0,0.84,0,0,11.89,0,0
1.12,0.75,0.56,0,0.23,0,0,0,3,0,20.05,0,50.92,2.76,0,80.6,0,1.61,0,0,8.29,0.23,0
3.85,0.34,0.17,0.09,0.44,0.18,0,0,0.44,0,20.43,0,47.16,1.51,0,10.3,0,2.13,0,0,10.57,0.09,0
2.53,0.46,1.84,0.08,0.08,0,0,0,0.38,0,119.45,0,50.53,2.2,0,10.11,0,3.19,0,0,9.42,0,0
6.13,0.36,0.18,0.24,0.24,0,0,0,3.77,0,21.7,0.47,49.76,2.12,0,8.49,0,0.94,0,0,9.2,0.24,0
3.65,0.3,0.61,0.19,0.19,0,0.19,0,5.46,0,21.28,0,51.22,1.51,0,6.03,0,0.94,0,0,9.04,0,0
2.66,1.29,0,0.17,0,0,0,0,2.74,0,23.74,0,45.24,0.43,0,8.05,0,2.31,0,0,12.94,0.43,0
3.94,0.79,1.89,0,0.16,0,0,0,0.32,0,23.19,0,43.22,2.84,0,7.57,0,1.89,0,0,13.88,0.32,1
7.334,2.38,0.04,0.52,0.2,0,0.16,0.04,0,0,20.28,0,41.45,0.04,0,12.06,0,1.25,0,0,14.19,0.04,1
4.93,1.51,0.1,0.3,0.1,0,0,0.05,1.06,0,20.02,0,45.22,1.86,0,8.9,0,2.36,0,0,13.43,0.15,1
5.48,0.69,0.39,0.1,0.29,0.05,0.05,0,0.29,0,15.22,0,44.59,3.62,0,15.96,0,1.22,0,0,11.85,0.2,1
3.19,0.8,1.99,0,0,0,0,0,1.99,0,17.53,0,51.39,2.39,0,7.97,0,0.8,0,0,11.95,0,1
6.25,1.49,1.19,0.89,0,0,0,0,0.3,0,22.62,0,41.37,0,0,8.33,0,1.79,0,0,15.77,0,1
6.06,1.61,0.74,0.49,0,0,0,0,0.12,0,16.19,0,46.35,0.62,0,15.95,0,1.48,0,0,10.26,0.12,2
5.35,0.76,0.89,0.13,0.25,0,0,0,0.76,0,20,0,45.86,1.15,0,10.7,0,2.93,0,0,11.21,0,2
4.21,1.05,0.21,0.35,0.42,0,0,0.07,0.28,0,18.65,0,47.97,0.98,0,13.32,0,2.03,0,0,10.38,0.07,2
2.8,0.62,9.35,0.31,0.62,0,0,0,1.87,0,15.58,0,39.88,7.48,0,12.46,0,1.25,0,0,7.79,0,3
3.87,0.3,3.87,0,0,0,0,0,1.64,0,22.06,0,43.07,2.98,0,8.2,0,0.89,0,0,13.11,0,3
3.64,0.4,2.63,0.2,0,0,0,0,1.41,0,22.02,0,47.47,2.83,0,6.26,0,1.82,0,0,11.31,0,3
2.25,0.9,5.41,0,0.9,0,0,0,0.45,0,12.16,0,51.8,2.7,0,9.91,0,1.8,0,0,11.71,0,3
5.51,0.74,2.23,0.15,0.15,0,0,0,2.23,0,18.15,0,51.49,1.34,0,6.85,0,1.34,0,0,9.82,0,3
3.99,0.66,5.98,0.33,0.33,0,0,0,2.99,0,12.96,0,44.19,5.32,0,12.62,0,0.66,0,0,9.97,0,3
7.12,1.07,6.05,0,0,0,0,0,1.42,0,12.46,0,48.4,3.2,0,11.39,0,1.42,0,0,7.47,0,3
5.92,0.75,0.17,0.33,0.17,0,0,0,0.58,0,20.27,0,47.87,3.17,0,6.51,0,1.83,0,0,12.26,0.17,4
7.94,1.43,0,0.52,0.39,0,0.13,0,0.52,0,21.35,0.26,40.23,2.86,0,7.55,0,2.86,0,0,13.93,0,4
3.12,0.34,9.84,0.2,0.27,0,0,0.07,0.61,0,14.46,0,39.51,9.44,0,10.73,0,2.04,0,0,9.37,0,5
3.35,0.84,1.05,0.21,0.21,0,0,0.84,1.05,0,20.71,0,50.21,2.93,0,7.11,0,3.14,0,0,8.37,0,5
5.33,0.89,5.03,0,0.2,0,0,0,1.18,0,18.84,0,41.81,7,0,7.79,0,1.38,0,0,10.45,0.1,5
5.83,1,2.88,0.41,0.12,0,0,0,0.71,0,22.07,0,42.44,3.59,0,7.65,0,2.06,0,0,11.24,0,5
0.66,0,0.88,0,0.44,0,0,0,0.88,0,12.5,0,60.75,2.41,0,7.89,0,8.55,0,0,5.04,0,5
3.61,1.1,5.17,0,0.31,0,0,0,4.23,0,17.87,0,47.49,0.94,0,9.25,0,2.19,0,0,7.84,0,5
1.29,0,1.94,0,0.43,0,0,0,0.22,0,17.46,0,59.05,1.72,0,10.13,0,1.51,0,0,6.25,0,5
3.52,0.78,1.95,0,0.2,0,0,0,2.54,0,18.16,0,47.27,5.27,0,10.35,0,0.2,0,0,9.77,0,5
6.58,0.75,4.07,0.7,0.05,0,0,0.11,0.64,0,20.97,0,44.57,2.84,0,7.44,0,2.57,0,0,8.72,0,5
